RecipeID,CategoryID
3000832,2000003
3000833,2000009
3000834,2000001
3000835,2000001
3000836,2000001
3000837,2000001
3000838,2000001
3000839,2000001
3000840,2000009
3000841,2000001
3000842,2000010
3000843,2000008
3000844,2000001
3000845,2000001
3000846,2000008
3000847,2000001
3000848,2000001
3000849,2000001
3000850,2000001
3000851,2000005
3000852,2000001
3000853,2000001
3000854,2000016
3000855,2000001
3000856,2000001
3000857,2000001
3000858,2000001
3000859,2000001
3000860,2000001
3000861,2000001
3000862,2000006
3000863,2000005
3000864,2000003
3000865,2000003
3000866,2000005
3000867,2000003
3000868,2000001
3000869,2000001
3000870,2000005
3000871,2000003
3000872,2000001
3000873,2000003
3000874,2000005
3000875,2000001
3000876,2000005
3000877,2000005
3000878,2000001
3000879,2000001
3000880,2000001
3000881,2000003
3000882,2000001
3000883,2000001
3000884,2000001
3000885,2000001
3000886,2000001
3000887,2000001
3000888,2000001
3000889,2000001
3000890,2000001
3000891,2000001
3000892,2000001
3000893,2000001
3000894,2000009
3000895,2000009
3000896,2000003
3000897,2000003
3000898,2000001
3000899,2000001
3000900,2000001
3000901,2000001
3000902,2000003
3000903,2000005
3000904,2000010
3000905,2000003
3000906,2000001
3000907,2000003
3000908,2000001
3000909,2000001
3000910,2000001
3000911,2000001
3000912,2000005
3000913,2000003
3000914,2000005
3000915,2000001
3000916,2000013
3000917,2000013
3000918,2000013
3000919,2000013
3000920,2000013
3000921,2000015
3000922,2000013
3000923,2000001
3000924,2000001
3000925,2000001
3000926,2000003
3000927,2000001
3000928,2000001
3000929,2000001
3000930,2000001
3000931,2000001
3000932,2000001
3000933,2000003
3000934,2000003
3000935,2000002
3000936,2000003
3000937,2000008
3000938,2000009
3000939,2000001
3000940,2000001
3000941,2000003
3000942,2000001
3000943,2000001
3000944,2000003
3000945,2000005
3000946,2000003
3000947,2000001
3000948,2000001
3000949,2000005
3000950,2000001
3000951,2000001
3000952,2000001
3000953,2000001
3000954,2000001
3000955,2000004
3000956,2000001
3000957,2000001
3000958,2000001
3000959,2000001
3000960,2000001
3000961,2000003
3000962,2000003
3000963,2000009
3000964,2000001
3000965,2000001
3000966,2000003
3000967,2000003
3000968,2000003
3000969,2000001
3000970,2000004
3000971,2000001
3000972,2000005
3000973,2000001
3000974,2000003
3000975,2000001
3000976,2000001
3000977,2000003
3000978,2000001
3000979,2000001
3000980,2000001
3000981,2000001
3000982,2000001
3000983,2000003
3000984,2000001
3000985,2000003
3000986,2000001
3000987,2000008
3000988,2000010
3000989,2000001
3000990,2000001
3000991,2000001
3000992,2000001
3000993,2000001
3000994,2000001
3000995,2000001
3000996,2000002
3000997,2000001
3000998,2000005
3000999,2000001
3001000,2000016
3001001,2000001
3001002,2000001
3001003,2000001
3001004,2000003
3001005,2000001
3001006,2000001
3001007,2000001
3001008,2000001
3001009,2000003
3001010,2000003
3001011,2000001
3001012,2000003
3001013,2000005
3001014,2000003
3001015,2000001
3001016,2000005
3001017,2000003
3001018,2000001
3001019,2000005
3001020,2000003
3001021,2000001
3001022,2000001
3001023,2000001
3001024,2000003
3001025,2000001
3001026,2000003
3001027,2000003
3001028,2000003
3001029,2000003
3001030,2000001
3001031,2000002
3001032,2000001
3001033,2000003
3001034,2000001
3001035,2000002
3001036,2000009
3001037,2000001
3001038,2000009
3001039,2000014
3001040,2000008
3001041,2000008
3001042,2000002
3001043,2000001
3001044,2000003
3001045,2000010
3001046,2000003
3001047,2000003
3001048,2000001
3001049,2000001
3001050,2000001
3001051,2000008
3001052,2000001
3001053,2000008
3001054,2000001
3001055,2000002
3001056,2000001
3001057,2000005
3001058,2000005
3001059,2000005
3001060,2000005
3001061,2000005
3001062,2000005
3001063,2000005
3001064,2000005
3001065,2000005
3001066,2000005
3001067,2000005
3001068,2000005
3001069,2000001
3001070,2000005
3001071,2000005
3001072,2000001
3001073,2000001
3001074,2000008
3001075,2000001
3001076,2000009
3001077,2000002
3001078,2000002
3001079,2000002
3001080,2000001
3001081,2000002
3001082,2000001
3001083,2000001
3001084,2000001
3001085,2000009
3001086,2000009
3001087,2000009
3001088,2000001
3001089,2000008
3001090,2000002
3001091,2000009
3001092,2000001
3001093,2000008
3001094,2000001
3001095,2000001
3001096,2000016
3001097,2000001
3001098,2000001
3001099,2000001
3001100,2000009
3001101,2000005
3001102,2000001
3001103,2000001
3001104,2000001
3001105,2000003
3001106,2000001
3001107,2000003
3001108,2000001
3001109,2000001
3001110,2000001
3001111,2000003
3001112,2000001
3001113,2000001
3001114,2000001
3001115,2000001
3001116,2000001
3001117,2000001
3001118,2000001
3001119,2000001
3001120,2000001
3001121,2000001
3001122,2000001
3001123,2000009
3001124,2000001
3001125,2000001
3001126,2000001
3001127,2000010
3001128,2000001
3001129,2000001
3001130,2000001
3001131,2000003
3001132,2000001
3001133,2000001
3001134,2000003
3001135,2000001
3001136,2000005
3001137,2000002
3001138,2000001
3001139,2000008
3001140,2000010
3001141,2000001
3001142,2000001
3001143,2000003
3001144,2000003
3001145,2000009
3001146,2000003
3001147,2000001
3001148,2000003
3001149,2000003
3001150,2000001
3001151,2000001
3001152,2000001
3001153,2000003
3001154,2000001
3001155,2000001
3001156,2000001
3001157,2000001
3001158,2000001
3001159,2000001
3001160,2000003
3001161,2000001
3001162,2000001
3001163,2000001
3001164,2000003
3001165,2000001
3001166,2000001
3001167,2000001
3001168,2000001
3001169,2000001
3001170,2000001
3001171,2000002
3001172,2000001
3001173,2000001
3001174,2000001
3001175,2000001
3001176,2000001
3001177,2000001
3001178,2000003
3001179,2000001
3001180,2000003
3001181,2000001
3001182,2000001
3001183,2000001
3001184,2000005
3001185,2000005
3001186,2000001
3001187,2000003
3001188,2000001
3001189,2000001
3001190,2000003
3001191,2000003
3001192,2000005
3001193,2000001
3001194,2000001
3001195,2000003
3001196,2000003
3001197,2000001
3001198,2000015
3001199,2000001
3001200,2000003
3001201,2000008
3001202,2000001
3001203,2000001
3001204,2000003
3001205,2000005
3001206,2000001
3001207,2000001
3001208,2000016
3001209,2000001
3001210,2000001
3001211,2000001
3001212,2000001
3001213,2000001
3001214,2000001
3001215,2000003
3001216,2000003
3001217,2000003
3001218,2000003
3001219,2000001
3001220,2000008
3001221,2000004
3001222,2000010
3001223,2000001
3001224,2000001
3001225,2000001
3001226,2000001
3001227,2000001
3001228,2000001
3001229,2000008
3001230,2000001
3001231,2000001
3001232,2000001
3001233,2000001
3001234,2000001
3001235,2000001
3001236,2000009
3001237,2000001
3001238,2000001
3001239,2000001
3001240,2000003
3001241,2000003
3001242,2000001
3001243,2000001
3001244,2000007
3001245,2000003
3001246,2000003
3001247,2000001
3001248,2000003
3001249,2000001
3001250,2000001
3001251,2000003
3001252,2000009
3001253,2000005
3001254,2000003
3001255,2000001
3001256,2000001
3001257,2000001
3001258,2000001
3001259,2000001
3001260,2000001
3001261,2000001
3001262,2000001
3001263,2000001
3001264,2000004
3001265,2000001
3001266,2000001
3001267,2000006
3001268,2000001
3001269,2000006
3001270,2000001
3001271,2000005
3001272,2000003
3001273,2000001
3001274,2000003
3001275,2000001
3001276,2000005
3001277,2000001
3001278,2000005
3001279,2000001
3001280,2000002
3001281,2000001
3001282,2000001
3001283,2000001
3001284,2000001
3001285,2000001
3001286,2000001
3001287,2000001
3001288,2000001
3001289,2000001
3001290,2000001
3001291,2000001
3001292,2000001
3001293,2000001
3001294,2000008
3001295,2000010
3001296,2000001
3001297,2000001
3001298,2000001
3001299,2000003
3001300,2000001
3001301,2000001
3001302,2000003
3001303,2000001
3001304,2000001
3001305,2000003
3001306,2000001
3001307,2000001
3001308,2000008
3001309,2000010
3001310,2000001
3001311,2000008
3001312,2000001
3001313,2000005
3001314,2000001
3001315,2000002
3001316,2000005
3001317,2000001
3001318,2000001
3001319,2000005
3001320,2000001
3001321,2000001
3001322,2000001
3001323,2000001
3001324,2000001
3001325,2000001
3001326,2000002
3001327,2000001
3001328,2000001
3001329,2000001
3001330,2000001
3001331,2000001
3001332,2000002
3001333,2000003
3001334,2000003
3001335,2000003
3001336,2000003
3001337,2000008
3001338,2000016
3001339,2000001
3001340,2000001
3001341,2000001
3001342,2000001
3001343,2000001
3001344,2000001
3001345,2000001
3001346,2000001
3001347,2000001
3001348,2000001
3001349,2000002
3001350,2000001
3001351,2000001
3001352,2000001
3001353,2000001
3001354,2000001
3001355,2000009
3001356,2000001
3001357,2000003
3001358,2000001
3001359,2000001
3001360,2000001
3001361,2000001
3001362,2000003
3001363,2000001
3001364,2000001
3001365,2000003
3001366,2000003
3001367,2000003
3001368,2000003
3001369,2000003
3001370,2000003
3001371,2000003
3001372,2000003
3001373,2000003
3001374,2000003
3001375,2000003
3001376,2000001
3001377,2000003
3001378,2000008
3001379,2000008
3001380,2000010
3001381,2000008
3001382,2000008
3001383,2000008
3001384,2000008
3001385,2000008
3001386,2000009
3001387,2000008
3001388,2000008
3001389,2000009
3001390,2000016
3001391,2000008
3001392,2000008
3001393,2000008
3001394,2000008
3001395,2000008
3001396,2000008
3001397,2000002
3001398,2000008
3001399,2000009
3001400,2000008
3001401,2000008
3001402,2000002
3001403,2000008
3001404,2000008
3001405,2000008
3001406,2000008
3001407,2000008
3001408,2000008
3001409,2000008
3001410,2000009
3001411,2000008
3001412,2000008
3001413,2000008
3001414,2000009
3001415,2000008
3001416,2000008
3001417,2000008
3001418,2000008
3001419,2000008
3001420,2000008
3001421,2000008
3001422,2000008
3001423,2000008
3001424,2000008
3001425,2000008
3001426,2000008
3001427,2000003
3001428,2000001
3001429,2000001
3001430,2000004
3001431,2000001
3001432,2000001
3001433,2000001
3001434,2000016
3001435,2000001
3001436,2000001
3001437,2000001
3001438,2000001
3001439,2000001
3001440,2000001
3001441,2000001
3001442,2000001
3001443,2000003
3001444,2000001
3001445,2000003
3001446,2000001
3001447,2000001
3001448,2000001
3001449,2000009
3001450,2000001
3001451,2000003
3001452,2000001
3001453,2000003
3001454,2000003
3001455,2000003
3001456,2000001
3001457,2000001
3001458,2000001
3001459,2000003
3001460,2000003
3001461,2000003
3001462,2000003
3001463,2000001
3001464,2000003
3001465,2000001
3001466,2000003
3001467,2000003
3001468,2000005
3001469,2000001
3001470,2000001
3001471,2000001
3001472,2000001
3001473,2000001
3001474,2000001
3001475,2000003
3001476,2000005
3001477,2000001
3001478,2000001
3001479,2000001
3001480,2000001
3001481,2000009
3001482,2000003
3001483,2000003
3001484,2000001
3001485,2000003
3001486,2000001
3001487,2000003
3001488,2000003
3001489,2000001
3001490,2000001
3001491,2000001
3001492,2000003
3001493,2000001
3001494,2000001
3001495,2000003
3001496,2000001
3001497,2000001
3001498,2000003
3001499,2000001
3001500,2000001
3001501,2000001
3001502,2000001
3001503,2000003
3001504,2000001
3001505,2000009
3001506,2000001
3001507,2000003
3001508,2000003
3001509,2000001
3001510,2000001
3001511,2000001
3001512,2000001
3001513,2000005
3001514,2000001
3001515,2000003
3001516,2000003
3001517,2000003
3001518,2000001
3001519,2000001
3001520,2000003
3001521,2000001
3001522,2000001
3001523,2000003
3001524,2000003
3001525,2000001
3001526,2000001
3001527,2000003
3001528,2000003
3001529,2000001
3001530,2000003
3001531,2000003
3001532,2000005
3001533,2000001
3001534,2000005
3001535,2000001
3001536,2000001
3001537,2000001
3001538,2000001
3001539,2000001
3001540,2000001
3001541,2000001
3001542,2000001
3001543,2000001
3001544,2000001
3001545,2000001
3001546,2000003
3001547,2000001
3001548,2000001
3001549,2000001
3001550,2000001
3001551,2000005
3001552,2000001
3001553,2000001
3001554,2000001
3001555,2000005
3001556,2000001
3001557,2000005
3001558,2000001
3001559,2000001
3001560,2000003
3001561,2000005
3001562,2000003
3001563,2000001
3001564,2000001
3001565,2000001
3001566,2000001
3001567,2000001
3001568,2000005
3001569,2000005
3001570,2000001
3001571,2000004
3001572,2000001
3001573,2000003
3001574,2000001
3001575,2000005
3001576,2000001
3001577,2000005
3001578,2000003
3001579,2000001
3001580,2000003
3001581,2000009
3001582,2000001
3001583,2000001
3001584,2000001
3001585,2000009
3001586,2000001
3001587,2000001
3001588,2000003
3001589,2000003
3001590,2000001
3001591,2000001
3001592,2000001
3001593,2000003
3001594,2000001
3001595,2000001
3001596,2000001
3001597,2000001
3001598,2000001
3001599,2000003
3001600,2000001
3001601,2000003
3001602,2000001
3001603,2000001
3001604,2000008
3001605,2000001
3001606,2000003
3001607,2000003
3001608,2000001
3001609,2000001
3001610,2000001
3001611,2000002
3001612,2000001
3001613,2000010
3001614,2000001
3001615,2000009
3001616,2000003
3001617,2000003
3001618,2000001
3001619,2000003
3001620,2000001
3001621,2000003
3001622,2000003
3001623,2000001
3001624,2000008
3001625,2000003
3001626,2000001
3001627,2000001
3001628,2000001
3001629,2000001
3001630,2000001
3001631,2000003
3001632,2000001
3001633,2000003
3001634,2000002
3001635,2000005
3001636,2000003
3001637,2000016
3001638,2000001
3001639,2000001
3001640,2000016
3001641,2000001
3001642,2000002
3001643,2000001
3001644,2000002
3001645,2000001
3001646,2000001
3001647,2000005
3001648,2000001
3001649,2000001
3001650,2000001
3001651,2000001
3001652,2000001
3001653,2000005
3001654,2000005
3001655,2000013
3001656,2000003
3001657,2000003
3001658,2000008
3001659,2000001
3001660,2000001
3001661,2000001
3001662,2000001
3001663,2000005
3001664,2000008
3001665,2000002
3001666,2000001
3001667,2000001
3001668,2000005
3001669,2000001
3001670,2000001
3001671,2000003
3001672,2000001
3001673,2000001
3001674,2000001
3001675,2000007
3001676,2000010
3001677,2000001
3001678,2000001
3001679,2000001
3001680,2000001
3001681,2000001
3001682,2000001
3001683,2000001
3001684,2000003
3001685,2000001
3001686,2000001
3001687,2000001
3001688,2000005
3001689,2000003
3001690,2000001
3001691,2000001
3001692,2000012
3001693,2000005
3001694,2000010
3001695,2000010
3001696,2000003
3001697,2000001
3001698,2000001
3001699,2000003
3001700,2000001
3001701,2000001
3001702,2000001
3001703,2000001
3001704,2000002
3001705,2000002
3001706,2000002
3001707,2000016
3001708,2000003
3001709,2000003
3001710,2000013
3001711,2000015
3001712,2000008
3001713,2000010
3001714,2000001
3001715,2000001
3001716,2000001
3001717,2000001
3001718,2000001
3001719,2000010
3001720,2000001
3001721,2000016
3001722,2000002
3001723,2000016
3001724,2000001
3001725,2000001
3001726,2000002
3001727,2000008
3001728,2000008
3001729,2000008
3001730,2000001
3001731,2000002
3001732,2000002
3001733,2000002
3001734,2000002
3001735,2000002
3001736,2000001
3001737,2000002
3001738,2000001
3001739,2000002
3001740,2000003
3001741,2000012
3001742,2000005
3001743,2000001
3001744,2000001
3001745,2000001
3001746,2000003
